text,intent
Rất thất vọng. Thiếu tiện nghi. Check-in chậm. Dịch vụ kém.,negative
Rất hài lòng. Rất tốt.,positive
Dịch vụ kém. Cực kỳ tệ. Check-in chậm. Vị trí xa trung tâm.,negative
Phục vụ chu đáo. Trang thiết bị hiện đại. Nhân viên thân thiện. Không gian yên tĩnh.,positive
Vị trí thuận tiện. Không gian yên tĩnh.,positive
Phục vụ chu đáo. Homestay sạch sẽ.,positive
Phòng ốc đẹp. Không gian yên tĩnh. Vị trí thuận tiện.,positive
Giá cả hợp lý. Phòng ốc đẹp. Check-in nhanh chóng.,positive
Nhân viên thân thiện. Tuyệt vời. Ăn sáng ngon.,positive
Giá cả hợp lý. Tuyệt vời.,positive
Thái độ nhân viên không tốt. Khó chịu. Phòng quá nhỏ.,negative
Giá quá cao. Nhân viên lạnh nhạt. Không giống hình ảnh.,negative
Phòng quá nhỏ. Phòng bẩn. Nhân viên lạnh nhạt.,negative
Check-in nhanh chóng. Tuyệt vời.,positive
Check-in chậm. Thái độ nhân viên không tốt. Giá quá cao.,negative
Dịch vụ tuyệt vời. Homestay sạch sẽ. Rất tốt.,positive
Rất hài lòng. Không gian yên tĩnh. Phòng ốc đẹp.,positive
Rất tốt. Homestay sạch sẽ. Trang thiết bị hiện đại.,positive
Ăn sáng ngon. Thái độ nhân viên rất tốt. Dịch vụ tuyệt vời. Trang thiết bị hiện đại.,positive
Không đáng tiền. Dịch vụ kém. Rất thất vọng.,negative
Nhân viên lạnh nhạt. Thái độ nhân viên không tốt.,negative
Nhân viên lạnh nhạt. Rất thất vọng.,negative
Khó chịu. Giá quá cao. Dịch vụ kém. Thái độ nhân viên không tốt.,negative
Phòng có mùi khó chịu. Không đáng tiền.,negative
Kém chất lượng. Không đáng tiền.,negative
Giá quá cao. Dịch vụ kém. Thái độ nhân viên không tốt. Check-in chậm.,negative
Thiếu tiện nghi. Không đáng tiền. Vị trí xa trung tâm. Cực kỳ tệ.,negative
Vị trí thuận tiện. Ăn sáng ngon.,positive
Giá quá cao. Cực kỳ tệ. Vị trí xa trung tâm.,negative
Phòng quá nhỏ. Nhân viên lạnh nhạt. Thái độ nhân viên không tốt. Phòng bẩn.,negative
Nhân viên thân thiện. Phòng ốc đẹp. Thái độ nhân viên rất tốt.,positive
Thiếu tiện nghi. Phòng có mùi khó chịu. Giá quá cao.,negative
Chắc chắn sẽ quay lại. Tuyệt vời. Phòng ốc đẹp.,positive
Khó chịu. Thiếu tiện nghi. Nhân viên lạnh nhạt. Dịch vụ kém.,negative
Đáng đồng tiền. Nhân viên thân thiện. Rất tốt.,positive
Đáng đồng tiền. Sạch sẽ và tiện nghi. Vị trí thuận tiện.,positive
Phục vụ chu đáo. Check-in nhanh chóng. Nhân viên thân thiện. Phòng ốc đẹp.,positive
Rất hài lòng. Trang thiết bị hiện đại. Dịch vụ tuyệt vời.,positive
Cực kỳ tệ. Thái độ nhân viên không tốt. Phòng quá nhỏ.,negative
Chắc chắn sẽ quay lại. Dịch vụ tuyệt vời. Không gian yên tĩnh. Nhân viên thân thiện.,positive
Không gian yên tĩnh. Homestay sạch sẽ. Trang thiết bị hiện đại. Đáng đồng tiền.,positive
Thái độ nhân viên không tốt. Check-in chậm.,negative
Phục vụ chu đáo. Check-in nhanh chóng.,positive
Chắc chắn sẽ quay lại. Đáng đồng tiền. Thái độ nhân viên rất tốt. Phòng ốc đẹp.,positive
Phòng bẩn. Thái độ nhân viên không tốt.,negative
Kém chất lượng. Dịch vụ kém.,negative
Dịch vụ kém. Thiếu tiện nghi. Check-in chậm.,negative
Sạch sẽ và tiện nghi. Đáng đồng tiền. Chắc chắn sẽ quay lại. Homestay sạch sẽ.,positive
Ăn sáng ngon. Sạch sẽ và tiện nghi. Vị trí thuận tiện. Thái độ nhân viên rất tốt.,positive
Giá quá cao. Dịch vụ kém. Bữa sáng nghèo nàn. Vị trí xa trung tâm.,negative
Tuyệt vời. Ăn sáng ngon. Sạch sẽ và tiện nghi.,positive
Giá quá cao. Thiếu tiện nghi. Dịch vụ kém. Không đáng tiền.,negative
Đáng đồng tiền. Thái độ nhân viên rất tốt. Phòng ốc đẹp.,positive
Phòng quá nhỏ. Cực kỳ tệ. Bữa sáng nghèo nàn.,negative
Trang thiết bị hiện đại. Tuyệt vời. Thái độ nhân viên rất tốt.,positive
Trang thiết bị hiện đại. Nhân viên thân thiện. Sạch sẽ và tiện nghi. Chắc chắn sẽ quay lại.,positive
Không đáng tiền. Vị trí xa trung tâm.,negative
Vị trí xa trung tâm. Cực kỳ tệ. Thiếu tiện nghi. Nhân viên lạnh nhạt.,negative
Đáng đồng tiền. Phục vụ chu đáo. Phòng ốc đẹp.,positive
Thái độ nhân viên không tốt. Khó chịu.,negative
Giá quá cao. Khó chịu. Dịch vụ kém. Cực kỳ tệ.,negative
Thiếu tiện nghi. Nhân viên lạnh nhạt. Vị trí xa trung tâm.,negative
Không giống hình ảnh. Không đáng tiền. Thiếu tiện nghi. Nhân viên lạnh nhạt.,negative
Rất thất vọng. Thái độ nhân viên không tốt. Cực kỳ tệ.,negative
Phòng bẩn. Dịch vụ kém.,negative
Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Dịch vụ tuyệt vời. Rất hài lòng. Chắc chắn sẽ quay lại.,positive
Trang thiết bị hiện đại. Homestay sạch sẽ. Rất tốt.,positive
Nhân viên thân thiện. Dịch vụ tuyệt vời. Check-in nhanh chóng. Thái độ nhân viên rất tốt.,positive
Tuyệt vời. Không gian yên tĩnh. Ăn sáng ngon.,positive
Vị trí xa trung tâm. Kém chất lượng. Bữa sáng nghèo nàn. Khó chịu.,negative
Cực kỳ tệ. Phòng bẩn. Không giống hình ảnh. Rất thất vọng.,negative
Dịch vụ kém. Giá quá cao.,negative
Khó chịu. Check-in chậm.,negative
Vị trí xa trung tâm. Cực kỳ tệ.,negative
Vị trí xa trung tâm. Không đáng tiền.,negative
Nhân viên lạnh nhạt. Không đáng tiền.,negative
Phòng ốc đẹp. Đáng đồng tiền.,positive
Check-in chậm. Vị trí xa trung tâm. Rất thất vọng. Phòng quá nhỏ.,negative
Rất thất vọng. Phòng bẩn. Vị trí xa trung tâm.,negative
Dịch vụ kém. Phòng bẩn.,negative
Giá cả hợp lý. Ăn sáng ngon. Không gian yên tĩnh.,positive
Sạch sẽ và tiện nghi. Phòng ốc đẹp.,positive
Chắc chắn sẽ quay lại. Check-in nhanh chóng.,positive
Thái độ nhân viên không tốt. Dịch vụ kém. Phòng có mùi khó chịu. Thiếu tiện nghi.,negative
Phòng quá nhỏ. Kém chất lượng. Không quay lại lần sau. Giá quá cao.,negative
Không giống hình ảnh. Không quay lại lần sau.,negative
Dịch vụ kém. Kém chất lượng. Không đáng tiền. Check-in chậm.,negative
Rất thất vọng. Nhân viên lạnh nhạt. Không đáng tiền.,negative
Sạch sẽ và tiện nghi. Check-in nhanh chóng. Không gian yên tĩnh.,positive
Kém chất lượng. Không đáng tiền. Thái độ nhân viên không tốt. Vị trí xa trung tâm.,negative
Ăn sáng ngon. Phục vụ chu đáo.,positive
Chắc chắn sẽ quay lại. Không gian yên tĩnh.,positive
Khó chịu. Thái độ nhân viên không tốt. Giá quá cao.,negative
Đáng đồng tiền. Chắc chắn sẽ quay lại. Rất tốt.,positive
Nhân viên lạnh nhạt. Vị trí xa trung tâm.,negative
Ăn sáng ngon. Vị trí thuận tiện. Không gian yên tĩnh.,positive
Check-in chậm. Không quay lại lần sau. Không đáng tiền. Thiếu tiện nghi.,negative
Trang thiết bị hiện đại. Thái độ nhân viên rất tốt. Không gian yên tĩnh.,positive
Sạch sẽ và tiện nghi. Trang thiết bị hiện đại. Giá cả hợp lý. Homestay sạch sẽ.,positive
Phục vụ chu đáo. Đáng đồng tiền. Tuyệt vời.,positive
Check-in chậm. Phòng quá nhỏ. Phòng bẩn.,negative
Cực kỳ tệ. Thái độ nhân viên không tốt. Giá quá cao. Dịch vụ kém.,negative
Check-in nhanh chóng. Rất hài lòng. Homestay sạch sẽ. Rất tốt.,positive
Thái độ nhân viên rất tốt. Sạch sẽ và tiện nghi. Trang thiết bị hiện đại.,positive
Dịch vụ tuyệt vời. Phục vụ chu đáo. Không gian yên tĩnh. Trang thiết bị hiện đại.,positive
Khó chịu. Check-in chậm. Vị trí xa trung tâm.,negative
Tuyệt vời. Homestay sạch sẽ.,positive
Nhân viên thân thiện. Không gian yên tĩnh. Chắc chắn sẽ quay lại. Phục vụ chu đáo.,positive
Thiếu tiện nghi. Phòng có mùi khó chịu. Không quay lại lần sau. Cực kỳ tệ.,negative
Homestay sạch sẽ. Sạch sẽ và tiện nghi.,positive
Ăn sáng ngon. Không gian yên tĩnh.,positive
Phòng quá nhỏ. Thiếu tiện nghi. Vị trí xa trung tâm. Không giống hình ảnh.,negative
Check-in nhanh chóng. Homestay sạch sẽ.,positive
Phòng quá nhỏ. Nhân viên lạnh nhạt. Không giống hình ảnh.,negative
Rất tốt. Phòng ốc đẹp. Chắc chắn sẽ quay lại.,positive
Phòng quá nhỏ. Không đáng tiền.,negative
Phòng quá nhỏ. Check-in chậm.,negative
Không giống hình ảnh. Phòng có mùi khó chịu. Thiếu tiện nghi. Nhân viên lạnh nhạt.,negative
Đáng đồng tiền. Không gian yên tĩnh. Sạch sẽ và tiện nghi. Nhân viên thân thiện.,positive
Vị trí xa trung tâm. Không giống hình ảnh. Thiếu tiện nghi. Kém chất lượng.,negative
Giá cả hợp lý. Không gian yên tĩnh. Tuyệt vời. Đáng đồng tiền.,positive
Check-in nhanh chóng. Chắc chắn sẽ quay lại. Phục vụ chu đáo.,positive
Nhân viên thân thiện nhưng Homestay xấu.,negative
Tuyệt vời. Ăn sáng ngon.,positive
Trang thiết bị hiện đại. Phòng ốc đẹp.,positive
Nhân viên lạnh nhạt. Rất thất vọng. Kém chất lượng. Giá quá cao.,negative
Homestay không có dịch vụ gọi taxi.,negative
Không đáng tiền. Giá quá cao.,negative
Homestay sạch sẽ. Phòng ốc đẹp. Sạch sẽ và tiện nghi.,positive
Giá cả hợp lý. Rất hài lòng. Phòng ốc đẹp. Không gian yên tĩnh.,positive
Ăn sáng ngon. Rất tốt. Trang thiết bị hiện đại. Sạch sẽ và tiện nghi.,positive
Phòng quá nhỏ. Cực kỳ tệ. Kém chất lượng. Thái độ nhân viên không tốt.,negative
Giá cả hợp lý. Phòng ốc đẹp. Vị trí thuận tiện. Rất tốt.,positive
Vị trí thuận tiện. Sạch sẽ và tiện nghi.,positive
Dịch vụ kém. Phòng có mùi khó chịu. Giá quá cao. Check-in chậm.,negative
Sạch sẽ và tiện nghi. Giá cả hợp lý. Vị trí thuận tiện. Thái độ nhân viên rất tốt.,positive
Bữa sáng nghèo nàn. Nhân viên lạnh nhạt. Check-in chậm.,negative
Rất thất vọng. Không giống hình ảnh. Phòng có mùi khó chịu. Vị trí xa trung tâm.,negative
Thiếu tiện nghi. Giá quá cao.,negative
Nhân viên thân thiện. Chắc chắn sẽ quay lại.,positive
Không gian yên tĩnh. Phục vụ chu đáo.,positive
Vị trí xa trung tâm. Giá quá cao. Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Sạch sẽ và tiện nghi. Dịch vụ tuyệt vời. Thái độ nhân viên rất tốt.,positive
Phục vụ chu đáo. Trang thiết bị hiện đại.,positive
Dịch vụ kém. Không giống hình ảnh. Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Giá cả hợp lý. Tuyệt vời.,positive
Giá cả hợp lý. Dịch vụ tuyệt vời.,positive
Phòng ốc đẹp. Ăn sáng ngon.,positive
Homestay sạch sẽ. Rất hài lòng.,positive
Nhân viên lạnh nhạt. Không đáng tiền.,negative
Ăn sáng ngon. Sạch sẽ và tiện nghi. Đáng đồng tiền. Check-in nhanh chóng.,positive
Không giống hình ảnh. Cực kỳ tệ. Không quay lại lần sau.,negative
Thái độ nhân viên không tốt. Nhân viên lạnh nhạt. Giá quá cao. Dịch vụ kém.,negative
Dịch vụ tuyệt vời. Rất tốt. Trang thiết bị hiện đại. Đáng đồng tiền.,positive
Thiếu tiện nghi. Không quay lại lần sau. Phòng bẩn.,negative
Không giống hình ảnh. Phòng quá nhỏ. Giá quá cao. Dịch vụ kém.,negative
Rất tốt. Rất hài lòng. Check-in nhanh chóng. Không gian yên tĩnh.,positive
Thái độ nhân viên không tốt. Không quay lại lần sau. Bữa sáng nghèo nàn.,negative
Cực kỳ tệ. Bữa sáng nghèo nàn. Phòng có mùi khó chịu. Kém chất lượng.,negative
Phòng ốc đẹp. Tuyệt vời.,positive
Phòng có mùi khó chịu. Bữa sáng nghèo nàn. Nhân viên lạnh nhạt. Không giống hình ảnh.,negative
Rất thất vọng. Thiếu tiện nghi. Cực kỳ tệ.,negative
Check-in chậm. Bữa sáng nghèo nàn.,negative
Rất tốt. Đáng đồng tiền. Ăn sáng ngon.,positive
Khó chịu. Nhân viên lạnh nhạt. Phòng bẩn.,negative
Dịch vụ kém. Không giống hình ảnh.,negative
Cực kỳ tệ. Dịch vụ kém. Vị trí xa trung tâm.,negative
Đáng đồng tiền. Trang thiết bị hiện đại. Nhân viên thân thiện. Giá cả hợp lý.,positive
Cực kỳ tệ. Phòng quá nhỏ. Khó chịu. Thái độ nhân viên không tốt.,negative
Vị trí thuận tiện. Không gian yên tĩnh. Phòng ốc đẹp. Dịch vụ tuyệt vời.,positive
Khó chịu. Thái độ nhân viên không tốt.,negative
Thái độ nhân viên không tốt. Dịch vụ kém. Bữa sáng nghèo nàn. Giá quá cao.,negative
Dịch vụ kém. Kém chất lượng. Phòng có mùi khó chịu. Không giống hình ảnh.,negative
Trang thiết bị hiện đại. Không gian yên tĩnh.,positive
Homestay không có dịch vụ Homestay 24/24.,negative
Rất tốt. Tuyệt vời.,positive
Không giống hình ảnh. Phòng bẩn.,negative
Khó chịu. Thái độ nhân viên không tốt.,negative
Không gian yên tĩnh. Rất tốt.,positive
Rất tốt. Phục vụ chu đáo. Phòng ốc đẹp. Sạch sẽ và tiện nghi.,positive
Phòng quá nhỏ. Khó chịu.,negative
Rất hài lòng. Tuyệt vời. Homestay sạch sẽ.,positive
Rất hài lòng. Giá cả hợp lý.,positive
Rất thất vọng. Phòng quá nhỏ. Bữa sáng nghèo nàn.,negative
Check-in nhanh chóng. Phòng ốc đẹp. Rất tốt.,positive
Giá quá cao. Không quay lại lần sau.,negative
Không quay lại lần sau. Thiếu tiện nghi.,negative
Nhân viên lạnh nhạt. Vị trí xa trung tâm. Không quay lại lần sau.,negative
Bữa sáng nghèo nàn. Rất thất vọng. Khó chịu.,negative
Phục vụ chu đáo. Chắc chắn sẽ quay lại. Check-in nhanh chóng.,positive
Thiếu tiện nghi. Khó chịu.,negative
Giá cả hợp lý. Ăn sáng ngon. Rất tốt.,positive
Giá cả hợp lý. Không gian yên tĩnh.,positive
Giá quá cao. Bữa sáng nghèo nàn.,negative
Vị trí thuận tiện. Phòng ốc đẹp. Trang thiết bị hiện đại. Phục vụ chu đáo.,positive
Đáng đồng tiền. Rất hài lòng.,positive
Không đáng tiền. Không quay lại lần sau. Check-in chậm.,negative
Check-in nhanh chóng. Trang thiết bị hiện đại.,positive
Nhân viên lạnh nhạt. Phòng bẩn.,negative
Nhân viên thân thiện. Phòng ốc đẹp.,positive
Phòng ốc đẹp. Trang thiết bị hiện đại. Nhân viên thân thiện.,positive
Nhân viên thân thiện. Homestay sạch sẽ.,positive
Phòng bẩn. Nhân viên lạnh nhạt. Check-in chậm. Vị trí xa trung tâm.,negative
Vị trí xa trung tâm. Phòng bẩn. Nhân viên lạnh nhạt.,negative
Rất tốt. Homestay sạch sẽ. Thái độ nhân viên rất tốt.,positive
Nhân viên thân thiện. Thái độ nhân viên rất tốt.,positive
Không gian yên tĩnh. Đáng đồng tiền. Giá cả hợp lý.,positive
Không quay lại lần sau. Phòng có mùi khó chịu. Rất thất vọng. Thiếu tiện nghi.,negative
Phục vụ chu đáo. Nhân viên thân thiện. Trang thiết bị hiện đại.,positive
Không gian yên tĩnh. Sạch sẽ và tiện nghi. Rất hài lòng. Nhân viên thân thiện.,positive
Homestay sạch sẽ. Phục vụ chu đáo. Chắc chắn sẽ quay lại. Không gian yên tĩnh.,positive
Không gian yên tĩnh. Homestay sạch sẽ.,positive
Vị trí xa trung tâm. Thiếu tiện nghi.,negative
Bữa sáng nghèo nàn. Nhân viên lạnh nhạt. Rất thất vọng. Kém chất lượng.,negative
Kém chất lượng. Check-in chậm. Phòng quá nhỏ.,negative
Phòng có mùi khó chịu. Kém chất lượng.,negative
Check-in nhanh chóng. Phục vụ chu đáo.,positive
Phòng quá nhỏ. Không giống hình ảnh. Dịch vụ kém. Không đáng tiền.,negative
Check-in nhanh chóng. Không gian yên tĩnh.,positive
